Unnamed: 0,Company,Title,Career,Mainjob,Qualified,Preference,Welfare,Skill,Tag,Deadline,Location,URL
654,토스 페이 먼츠,,,합류 토스 페이 가맹 소비자 리스크 모니터링 담당 가맹 소비자 발생 리스크 관리 위해 계약 위반 제한 상품 판매 위험 요소 조기 발견 조치 리스크 모니터링 정책 퀄리티 컨트롤 관리 가맹 신용등급 천사 소비자 민원 공공기관 민원 대응 조치 취해 모니터링 통해 인사이트 아이디어 리스크 정책 담당자 토스 페이 먼츠 리스크 정책 반영 제안 모니터링 운영 이슈 대해 대응,자격 요건 분과 토스 페이 체계 잡고 적극 실행 재무 관점 기업 평가 보시 리스크 정책 프레임 리스크 관리 주도 긍정 에너지 역할 책임감 간편 결제 테크 카드 사금융 필수,혜택 복지 일해 자율 책임 문화 토스 구성 조직 정보 공유 수평 문화 구성원 위임 신뢰 바탕 세상 변화 효율 방식 가장 영향 집중 획일 프로세스 데이터 사고 적극 토론 가장 효율 문제 해결 위해 협업 실행 동료 분야 최고 수준 인재 자율 책임 원칙 아래 발휘 자율 효율 근무 환경 자율 출퇴근 제도 자율 휴가 재택근무 성장 포괄 임금 운영 관련 비용 최고급 장비 소프트웨어 기별 성과급 매월 통신비 체력 명절 상여금 생일 축하 직장 단체 보험 가족 포함 사비 인재 추천 만원 회사 법인 카드 전원 점심 저녁 식사 비용 야간 교통비 사내 카페 커피 무료 이용 사내 편의점 헤어 살롱 복지 시설 무료 이용,채용 전형 토스 페이 합류 여정 서류 접수 직무 인터뷰 문화 적합 인터뷰 레퍼런스 체크 처우 협의 최종 합격 입사,,단체 보험 통신비 편의 시설 재택근무 보너스 커피 스낵바 설립 유급 휴가 업계 평균 성장,마감 일상 채용,서울특별시 강남구 테헤란로 한국 지식 재산 센터 토스 페이 먼츠,https://www.wanted.co.kr/wd/235567
655,패스트레인 여신 티켓,사업 기획 주니어,,국내외 시장조사 분석 플랫폼 신규 사업 발굴 개발 사업 검토 신규 사업 기획 사업 계획 작성 사업 목표 운영 전략 수립 운영 방안 마련 사업 인큐 베이 실무 신규 사업 관련 분석 자료 보고서 계약서 작성 서류 영진 수명,자격 요건 유관 커뮤니케이션 사업 초기 실무 처리 유연성 분석 전략 사고 스토리텔링 숫자 사이드 수준 문서 작성 보유,우대 사항 컨설팅펌 사업 기획 영어 중국어 일본어 능통 비지니스 회화 의료 관광 관련 사업,혜택 복지 장지원 근무 환경 출근시간 매일 단축 근무 실시 최고 사양 최신 장비 관련 도서 컨퍼런스 오프라인 교육 도전 축하 리뷰 파티 분야 동료 소통 휴가 복지 중식 식비 개인 법인 카드 근무 연차 특별 휴가 부여 연차 사용 휴일 근무 보상 휴가 부여 사내 카페 운영 창립 기념일 휴무 지정 매년 건강검진 본인 배우자 명절 선물 조기 퇴근 경조사 휴가 조비 장기 근속 포상 휴가 여신 티켓 포인트 최대 만원 생일 축하 이벤트 워크숍 크리스마스 파티 사내 행사 이심 점심 직원 랜덤 점심식사,,식대 건강검진 편의 시설 유연 근무 설립 누적 투자 보너스 위인,마감 일상 채용,강남구 테헤란로 현대 타워,https://www.wanted.co.kr/wd/231519
656,모스,서비스 기획 레이 담당자,,국가 사업 자동화 관리 솔루션 모스 기획 모스 마케팅 기획 모스 솔루션 레이 담당,자격 요건 국가 사업 행정 국고 보조금 사업 국가 사업 창업 사업 사업 국가 보조 사업 연구 과제 수행 활용,우대 사항 정부 사업 주관 기관 사업 담당자 우대 창업 진흥 앤젤 투자 협회 사업 주관 기관 운영 담당자 회계 세무 관련 전공자 우대 기업 기획 개발 운영 우대,혜택 복지 유연 무제 자율 출근 야근 식대 택시 점심 식대 사내 카페 직원 심리상담 건강검진 도서 기기 무제한 간식 건강 기능 식품 기별 성과 상여 공유 스톡옵션,,건강검진 커피 스낵 바디 캠프 선정 유망 스타트업 스톡옵션,마감 일상 채용,서울특별시 마포구 마포대로 프론트원,https://www.wanted.co.kr/wd/238594
657,케이 알엠,로봇 연구소 로봇 관제 서비스 기획,,사족 로봇 관제 서비스 기획 로봇 관제 서비스 전반 요구사항 정의 기술 협의 세부 정책 설계 반영 프로젝트 관리 프로세스 최적화 사용자 인터페이스 사용자 설계 차별 로봇 관제 서비스 시나리오 기획 관련 기획서 제안 작성 시장 기술 트렌드 분석 신규 아이디어 도출 컨셉트 설계 로봇 관제 서비스 이슈 관리 개선 로봇 관제 서비스 운영 발생 이슈 식별 분석 이슈 해결 기술 운영 개선 도출 실행 서비스 개선 사용자 만족도 향상 서비스 안정 강화 로봇 관제 플랫폼 서비스 전략 로드맵 수립 경쟁 분석 타겟 시장 조사 사용자 요구 사항 분석 로봇 관제 서비스 플랫폼 장기 단기 전략 수립 비즈니스 목표 달성 로드맵 개발 실행 계획 수립,자격 요건 전공 무관 서비스 기획 단계 운영 프로세스 실무 보유 관제 유사 서비스 기획 화면 설계 스토리보드 기획 문서 서비스 분석 개선 과정 이해 개발 부서 협업 커뮤니케이션 연구 개발 영업 커뮤니케이션 서비스 신분,우대 사항 제품 도메인 이해 열정 로봇 열정 가지 신분 디바이스 연동 기획 도전 성향 보유,혜택 복지 최신 장비 노트북 시디즈 의자 등를 바리스타 커피 간식 무제한 저녁 식대 생일 생일 선물 생일 휴가 한번 만원 해당 건강검진 외국어 교육,,커피 스낵바 장비 건강검진 상위 설립 유망 산업 선도 무인,마감 일상 채용,강남구 봉은사로 케이 알엠 빌딩,https://www.wanted.co.kr/wd/217716
658,티스,신입 블록 체인 사업 전략 사업 기획,신입,비지니스 기획 실행 관리 블록 체인 토큰 관련 사업 기획,자격 요건 블록 체인 대해 이해도 관심 토큰 노미 대해 관심 암호 화폐 디지털 가상 자산 분야 게임 업계,우대 사항 거래소 외국어 영어 의사소통 주도 커뮤니케이션 협업 통계학 전공자 우대 엑셀,혜택 복지 근무 서울시 강남구 대치동 호선 선릉역 근무시간 주일 근무 시차 출퇴근 보험 퇴직금 연차 휴가 보호 휴가 경조사 조휴 화환 명절 선물 티스 회사 구성원 방향 사내 문화 복지 정비 채용 방문 정보 확인,,유망 산업 상위 설립,마감 일상 채용,서울특별시 강남구 삼성로,https://www.wanted.co.kr/wd/182755
659,나인 이엠,,,제품 리드 서비스 기획 플랫폼 데이터 분석 서비스 방향성 설정,자격 요건 데이터 서비스 운영 서비스 운영 리드,우대 사항 커뮤니케이션 데이터 분석 스타트업 창업 소프트웨어 개발 관련 지식,혜택 복지 집중 자율 출퇴근 오전 출근 오후 퇴근 휴가 사용 법정 휴가 차연 차로 사용 금요일 단축 근무 오전 오후 간식,,설립 유연 근무 휴가 커피 스낵바 업계 평균,마감 일상 채용,중구 세종 그랜드센트럴,https://www.wanted.co.kr/wd/204510
660,베이 직스,전략기획 신입,신입,전략기획 담당 베이 직스 제품 기획 마케팅 아래 순서 진행 브랜드 정의 고객 정의 제품 기획 퍼널 설계 컨텐츠 기획 전략 실행 베이 직스 전략기획 고객 구체 파악 효과 컨텐츠 전달 마케팅 퍼널 기획 캠페인 리드 베이 직스 생각 브랜딩 고객 심상 메세지 브랜드 고객 페르소나 정의 구매 경로 가설 메세지 컨텐츠 효과 배포 생각 컨텐츠 품질 기준 해당 채널 최고 수준 지향 가지 마케팅 방식 병행 마케팅 전략 대상 벤치마킹 고객 접점 빈칸 수준 컨텐츠 배포 일정 수준 숫자 달성 목적 브랜드 고객 페르소나 정의 일관 메세지 제품 배포 출시 숫자 성과 고객 브랜드 확장 과정 생각 가장 성과 방법 베이 직스 신입 전략기획 요약 아래 페르소나 마케팅 퍼널 가설 수립 검증 설정 분석 마케팅 퍼널별 캠페인 수립 리딩,자격 요건 필요 결과물 커뮤니케이션 고객 관점 상품 시장 드릴 동료 신입 자격 요건 스스로 문제 정의 해결 주도 능동 자세 문제 환경 유연성 우대 사항 마케팅 전략 기획 스타트업 근무 채용 형태 정규직 수습 개월 신입,혜택 복지 근무 집중 최대로 발휘 칼퇴 기안 식주 휴가 연차 별개 매년 안식 휴가 사용 만원 휴가 비도 연차 휴가 연차 사용 매일 만원 당일 휴가 베이 직스 사옥 증축더 나은 근무 환경 위해 완공 목표 사옥 건축 중이 마음 간식 간식 회사 교통비 대중교통 카드 중식 근무 베이 직스 사옥 지하철 호선 삼송역 출구 거리,복지 정보,,장비 휴가 커피 스낵바 설립,마감 일상 채용,고양시 덕양구 지축,https://www.wanted.co.kr/wd/221297
661,하이 컨시,경영 기획,,경영 계획 경영 계획 수립 실적 분석 평가 단기 사업 계획 수립 기획 신규 사업 기획 기업 지배 구조 개선 관리,자격 요건 유관 대기업 조직 근무 경영 기획 전략 기획 근무,우대 사항 보유 우대 회계 법인 우대,혜택 복지 경조사 건강 검진 장기 근속 포상 생일 상품권 생일 육아 교육비 자녀 학자금,,자기계발 상위 설립 건강검진 원인,마감 일상 채용,강남구 도곡로,https://www.wanted.co.kr/wd/231913
662,로지,개발 기획 관리 프로젝트 관리,,생각 서비스 기획 외부 요구사항 수집 분석 프로 수립 전략 로드맵 수립 프로 정책 수립 상세 기획 화면 세부 설계 설계 프로젝트 관리 목표 범위 설정 유관 부서 협업 리스크 일정 관리,자격 요건 최근 보유 서비스 기획 설계 보유 이해 바탕 고객 중심 화면 설계 서비스 기획 출시 전반 프로젝트 리드 주도 진행 협업,우대 사항 배달 서비스 분야 이해 지표 목표 수립 분석 서비스 이해도 사용,혜택 복지 사내 전용 사옥 카페테리아 운영 단체 상해 보험 신원 보증 보험 가입 생일 조기 퇴근 제도 운영 오전 근무 여유 휴가 여름 휴가 가족 풍요 명절 위해 명절 선물 상여금 연차 사용 로지 구성원 최신 장비 사내 전용 식당 점심 편의점 간식 구비 사내 도서관 운영 개인 성장 교육 프로그램 복지 제도 계속 확장 계획,,커피 스낵바 보너스 휴가 편의 설명 업계 평균 설립,마감 일상 채용,서울특별시 서초구 동산로 인성 빌딩,https://www.wanted.co.kr/wd/235801
663,크로스 에프,프로젝트 매니저,,프로젝트 추진 계획 실행 리드 프로젝트 진행 발생 예상 리스크 관리 외부 이해관계 시야 파악 커뮤니케이션 개발 일정 정책 조율 프로젝트 실행 마일 스톤 산출 측정 지표 관리 프로젝트 실행 프로세스 개선 채용 절차 서류 접수 실무 인터뷰 임원 인터뷰 처우 협의 최종 합격 입사,자격 요건 주요 명시 담당 상이 제품 동료 수평 커뮤니케이션 설득 의사 전달 리소스 일정 관리 주도 산출 체계 구조 정리 사고 개발 협업 사용,우대 사항 외국인 대상 서비스 지식 동료 리드 성공 결과물 관련 자격증 가지 회사 기여 욕심 제품,혜택 복지 사람과 문화 데이터 회의 회의 위해 계속 노력 보이 욕심 내일 오늘 어제 하루 만듭니 부족함 무조건 정답 사람 여러가지 전공 분야 개성 회사 자산 결과물 생각 스타트업 차지 비중 안정 궤도 오른 회사 혜택 복지 사무실 커피 머신 간식 휴게실 점심식사 비용 일도 야근 저녁식사 비용 택시 고생 사무실 도서 구입 강의 수강 직무 관련 비용 노력 컬처 데이 비용 마음 동료 문화 활동 종합 건강검진 비용 일도 일이 건강 휴가 휴가 사용 기본 연차 일주일 통째 휴가 매년 생일 당일 휴가 가장 이외 보건 포상 경조사 휴가 근무 환경 호선 논현역 출구 도보 거리 사무실 근무시간 입사 선택,,휴가 커피 스낵바 편의 시설 건강검진 자기계발 설립 업계 평균 성장,마감 일상 채용,서울특별시 강남구 학동 로길 크로스 에프,https://www.wanted.co.kr/wd/201640
664,로지 브라더스,공교육 기관 사업 개발 리드,,정부 기관 지자체 사업 기획 수주 교육 연수 사업 정책 분석 흐름 파악 자사 코스웨어 활용 입찰 제안 사업 발굴 분석 입찰 제안 작업 제안 발표 교육 연수 사업 디지털 교육 수교 대상 프로그램 기획 청소년 대상 프로그램 기획,자격 요건 주도 공교육 기관 사업 통해 회사 성장 리드 교육 관심 준비 도전 정신 문제 해결 본인 교육 연수 사업 수주 필수,우대 사항 수원 온라인 포함 근무 대학 산학 근무 입찰 제안 사업 디지털 교육 긍정 부정 이해도 시도 변화 작업 보유 주도 회의,혜택 복지 복지 혜택 연차 사용 장기 근속 레쉬 휴가 스톡옵션 금융 청년 내일 공제 성과 지속 구성원 대상 스톡옵션 부여 벤처기업 금융 관련 제도 적극 활용 청년 내일 공제 건강 생각 보험 기본 건강 검진 건강 관련 혜택 지속 업데이트 개인 목표 달성 강화 응원 온라인 강의 도서 구입 컨퍼런스 비용 최신 기기 포지션 맥북 프로 최고급 사양 노트북 듀얼 모니터 기기 최적화 환경 점심 식사 스낵 점심 구독 서비스 통해 식사 점심 고민 점심 수치 대비 무제한 스낵 커피 머신 캡슐 커피 구비 의견 반영 분기 친목 도모 활동 공연 관람 티비 회식 연간 정도 여행 레이스 효율 출퇴근 효율 출퇴근 위해 출퇴근 제도 운영 압구정 로데오 사무실 위치 자녀 교육 서비스 특별 근무 기간 자사 교육 서비스 무제한 이용권 발급 팀원 자녀 교육 조직 문화 복장 복장 근무 직원 간의 소통 상호 협의 의견 조율 수평 조직 구조 휴게 게임기 보드 게임 구비 근무시간 유연근무제 오전 출근 오후 퇴근 근무 서울시 강남구 압구정로 로지 브라더스 조건 협의 결정 개월 수습 기간,,유망 산업 설립 커피 스낵바 유연 근무 선도 기업 업계 평균 스톡옵션,마감 일상 채용,서울시 강남구 압구정로,https://www.wanted.co.kr/wd/233826
